Jogador;gols_totais;ass_totais;xG_totais;npxG_totais;xAG_totais;SCA_totais;GCA_totais;PrgP_totais;PrgC_totais;conducoes_totais;tent_drible_totais;suc_drible_totais;bloqueios_totais;amarelos_totais;vermelhos_totais;minutos_totais;G/90;A/90;xG/90;npxG/90;xAG/90;SCA/90;GCA/90;PrgP/90;PrgC/90;Conducoes/90;Tent/90;Suc/90;Bloq/90;Am/90;Vm/90;G+A;G+A/90;G-xG;xG+xAG;xG+xAG/90;Drible%
Mateus Pasinato;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;0;0;180.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.5;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Gabriel Inocêncio;0;1;0.0;0.0;0.7;14.0;1.0;25.0;22.0;298.0;40.0;18.0;7.0;2;0;883.0;0.0;0.10192525481313704;0.0;0.0;0.07134767836919592;1.4269535673839184;0.10192525481313704;2.548131370328426;2.242355605889015;30.373725934314834;4.077010192525481;1.8346545866364665;0.7134767836919592;0.20385050962627407;0.0;1;0.10192525481313704;0.0;0.7;0.07134767836919592;0.45
Gabriel Knesowitsch;0;0;0.0;0.0;0.0;4.0;0.0;5.0;0.0;86.0;1.0;1.0;0.0;1;0;288.0;0.0;0.0;0.0;0.0;0.0;1.25;0.0;1.5625;0.0;26.875;0.3125;0.3125;0.0;0.3125;0.0;0;0.0;0.0;0.0;0.0;1.0
Gabriel Moscardo;0;0;0.1;0.1;0.0;0.0;0.0;4.0;1.0;17.0;0.0;0.0;1.0;0;0;81.0;0.0;0.0;0.1111111111111111;0.1111111111111111;0.0;0.0;0.0;4.444444444444445;1.1111111111111112;18.88888888888889;0.0;0.0;1.1111111111111112;0.0;0.0;0;0.0;-0.1;0.1;0.1111111111111111;
Felipe Melo;0;0;0.0;0.0;0.0;1.0;1.0;9.0;0.0;150.0;1.0;0.0;5.0;3;0;416.0;0.0;0.0;0.0;0.0;0.0;0.21634615384615385;0.21634615384615385;1.9471153846153846;0.0;32.45192307692307;0.21634615384615385;0.0;1.0817307692307694;0.6490384615384616;0.0;0;0.0;0.0;0.0;0.0;0.0
Felipe Vieira;0;0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;59.0;2.0;1.0;1.0;0;0;161.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5590062111801242;1.6770186335403727;32.98136645962733;1.1180124223602483;0.5590062111801242;0.5590062111801242;0.0;0.0;0;0.0;0.0;0.0;0.0;0.5
Matheus Araújo;0;0;0.0;0.0;0.0;1.0;1.0;4.0;0.0;10.0;0.0;0.0;0.0;0;0;43.0;0.0;0.0;0.0;0.0;0.0;2.0930232558139537;2.0930232558139537;8.372093023255815;0.0;20.930232558139533;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Matheus Cunha;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;0.0;0.0;0.0;0;0;270.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.666666666666664;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Matheus Dias;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;29.0;1.0;0.0;0.0;1;0;71.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.267605633802817;36.76056338028169;1.267605633802817;0.0;0.0;1.267605633802817;0.0;0;0.0;0.0;0.0;0.0;0.0
Matheus Donelli;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;107.0;0.0;0.0;0.0;0;0;630.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.285714285714286;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Marcelo Lomba;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0;0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Fagner;0;1;0.1;0.1;2.2;32.0;5.0;39.0;14.0;270.0;6.0;4.0;8.0;4;1;913.0;0.0;0.09857612267250822;0.009857612267250822;0.009857612267250822;0.2168674698795181;3.154435925520263;0.4928806133625411;3.8444687842278205;1.380065717415115;26.61555312157722;0.5914567360350492;0.39430449069003287;0.7886089813800657;0.39430449069003287;0.09857612267250822;1;0.09857612267250822;-0.1;2.3000000000000003;0.2267250821467689;0.6666666666666666
Felipe Carballo;0;0;0.4;0.4;0.0;12.0;0.0;28.0;8.0;164.0;12.0;8.0;5.0;3;0;478.0;0.0;0.0;0.07531380753138076;0.07531380753138076;0.0;2.2594142259414225;0.0;5.2719665271966525;1.506276150627615;30.87866108786611;2.2594142259414225;1.506276150627615;0.9414225941422594;0.5648535564853556;0.0;0;0.0;-0.4;0.4;0.07531380753138076;0.6666666666666666
Felipe Jonatan;0;0;0.6;0.6;0.6000000000000001;33.0;2.0;59.0;15.0;484.0;25.0;12.0;14.0;0;0;1510.0;0.0;0.0;0.03576158940397351;0.03576158940397351;0.03576158940397352;1.966887417218543;0.11920529801324503;3.516556291390728;0.8940397350993378;28.8476821192053;1.490066225165563;0.7152317880794702;0.8344370860927153;0.0;0.0;0;0.0;-0.6;1.2000000000000002;0.07152317880794704;0.48
Emersonn;0;0;0.9;0.9;0.6;13.0;0.0;5.0;10.0;63.0;11.0;6.0;2.0;0;0;357.0;0.0;0.0;0.22689075630252103;0.22689075630252103;0.15126050420168066;3.2773109243697482;0.0;1.2605042016806722;2.5210084033613445;15.882352941176471;2.773109243697479;1.5126050420168067;0.5042016806722689;0.0;0.0;0;0.0;-0.9;1.5;0.37815126050420167;0.5454545454545454
Emiliano Rodríguez;0;0;2.9;2.9;0.6000000000000001;20.0;0.0;13.0;10.0;195.0;28.0;9.0;8.0;2;0;1096.0;0.0;0.0;0.23813868613138686;0.23813868613138686;0.04927007299270073;1.6423357664233575;0.0;1.0675182481751824;0.8211678832116788;16.012773722627735;2.2992700729927007;0.739051094890511;0.656934306569343;0.16423357664233576;0.0;0;0.0;-2.9;3.5;0.2874087591240876;0.32142857142857145
Endrick;0;0;1.1;1.1;0.7;17.0;1.0;15.0;10.0;117.0;22.0;9.0;5.0;3;0;453.0;0.0;0.0;0.2185430463576159;0.2185430463576159;0.1390728476821192;3.377483443708609;0.1986754966887417;2.980132450331126;1.9867549668874174;23.24503311258278;4.370860927152318;1.7880794701986755;0.9933774834437087;0.5960264900662252;0.0;0;0.0;-1.1;1.8;0.3576158940397351;0.4090909090909091
Filipe Augusto;0;0;0.30000000000000004;0.30000000000000004;0.1;9.0;1.0;32.0;5.0;264.0;11.0;8.0;16.0;6;0;844.0;0.0;0.0;0.03199052132701422;0.03199052132701422;0.01066350710900474;0.9597156398104266;0.1066350710900474;3.4123222748815167;0.533175355450237;28.151658767772513;1.1729857819905212;0.8530805687203792;1.7061611374407584;0.6398104265402843;0.0;0;0.0;-0.30000000000000004;0.4;0.04265402843601896;0.7272727272727273
Filipinho;0;0;0.4;0.4;0.1;20.0;2.0;17.0;7.0;172.0;21.0;13.0;12.0;3;0;862.0;0.0;0.0;0.04176334106728538;0.04176334106728538;0.010440835266821345;2.088167053364269;0.2088167053364269;1.7749419953596286;0.7308584686774942;17.958236658932712;2.1925754060324825;1.357308584686775;1.2529002320185614;0.31322505800464034;0.0;0;0.0;-0.4;0.5;0.052204176334106726;0.6190476190476191
Fábio;0;0;0.3;0.3;0.2;14.0;1.0;13.0;11.0;602.0;6.0;3.0;4.0;4;0;3519.0;0.0;0.0;0.007672634271099744;0.007672634271099744;0.005115089514066497;0.3580562659846548;0.02557544757033248;0.33248081841432225;0.2813299232736573;15.396419437340153;0.1534526854219949;0.07672634271099744;0.10230179028132992;0.10230179028132992;0.0;0;0.0;-0.3;0.5;0.01278772378516624;0.5
Fábio Soares;0;0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;22.0;5.0;1.0;3.0;0;0;90.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;22.0;5.0;1.0;3.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.2
Félix Torres Caicedo;0;0;0.8;0.8;0.7;20.0;2.0;60.0;5.0;565.0;8.0;3.0;12.0;3;0;1710.0;0.0;0.0;0.042105263157894736;0.042105263157894736;0.03684210526315789;1.0526315789473684;0.10526315789473685;3.1578947368421053;0.2631578947368421;29.736842105263158;0.4210526315789474;0.15789473684210525;0.631578947368421;0.15789473684210525;0.0;0;0.0;-0.8;1.5;0.07894736842105263;0.375
Fabiano;0;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;9.0;1.0;1.0;0.0;0;0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.090909090909091;4.090909090909091;36.81818181818182;4.090909090909091;4.090909090909091;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0
Fabrizio Peralta;0;0;0.1;0.1;0.1;5.0;0.0;17.0;3.0;125.0;9.0;6.0;3.0;2;0;275.0;0.0;0.0;0.03272727272727273;0.03272727272727273;0.03272727272727273;1.6363636363636362;0.0;5.5636363636363635;0.9818181818181819;40.90909090909091;2.9454545454545458;1.9636363636363638;0.9818181818181819;0.6545454545454545;0.0;0;0.0;-0.1;0.2;0.06545454545454546;0.6666666666666666
Matias Arezo;0;0;0.9;0.9;0.1;5.0;1.0;3.0;2.0;45.0;3.0;1.0;2.0;0;0;103.0;0.0;0.0;0.7864077669902912;0.7864077669902912;0.08737864077669903;4.368932038834951;0.8737864077669902;2.621359223300971;1.7475728155339805;39.32038834951456;2.621359223300971;0.8737864077669902;1.7475728155339805;0.0;0.0;0;0.0;-0.9;1.0;0.8737864077669902;0.3333333333333333
Matías Lacava;0;0;0.7;0.7;0.4;25.0;0.0;12.0;22.0;159.0;27.0;9.0;2.0;2;0;478.0;0.0;0.0;0.1317991631799163;0.1317991631799163;0.07531380753138076;4.707112970711297;0.0;2.2594142259414225;4.142259414225942;29.93723849372385;5.083682008368201;1.694560669456067;0.37656903765690375;0.37656903765690375;0.0;0;0.0;-0.7;1.1;0.20711297071129708;0.3333333333333333
Matías Viña;0;0;0.2;0.2;0.6;10.0;1.0;15.0;7.0;136.0;14.0;5.0;5.0;1;0;422.0;0.0;0.0;0.04265402843601896;0.04265402843601896;0.12796208530805686;2.132701421800948;0.2132701421800948;3.199052132701422;1.4928909952606637;29.00473933649289;2.9857819905213274;1.066350710900474;1.066350710900474;0.2132701421800948;0.0;0;0.0;-0.2;0.8;0.17061611374407584;0.35714285714285715
Esquerdinha;0;0;0.1;0.1;0.3;7.0;1.0;6.0;8.0;53.0;8.0;4.0;2.0;0;0;128.0;0.0;0.0;0.0703125;0.0703125;0.2109375;4.921875;0.703125;4.21875;5.625;37.265625;5.625;2.8125;1.40625;0.0;0.0;0;0.0;-0.1;0.4;0.28125;0.5
Everton;0;0;0.1;0.1;0.7000000000000001;12.0;0.0;12.0;11.0;122.0;23.0;11.0;5.0;5;0;482.0;0.0;0.0;0.018672199170124484;0.018672199170124484;0.13070539419087138;2.240663900414938;0.0;2.240663900414938;2.0539419087136928;22.780082987551864;4.2946058091286305;2.0539419087136928;0.9336099585062241;0.9336099585062241;0.0;0;0.0;-0.1;0.8;0.14937759336099588;0.4782608695652174
Dudu;0;0;1.3;1.3;0.5;43.0;2.0;56.0;39.0;334.0;48.0;20.0;7.0;3;1;841.0;0.0;0.0;0.13912009512485135;0.13912009512485135;0.0535077288941736;4.60166468489893;0.2140309155766944;5.992865636147443;4.173602853745541;35.74316290130796;5.136741973840666;2.140309155766944;0.7491082045184304;0.3210463733650416;0.1070154577883472;0;0.0;-1.3;1.8;0.19262782401902495;0.4166666666666667
Dudu Vieira;0;0;0.0;0.0;0.0;2.0;0.0;8.0;1.0;46.0;3.0;2.0;6.0;1;0;268.0;0.0;0.0;0.0;0.0;0.0;0.6716417910447761;0.0;2.6865671641791042;0.33582089552238803;15.44776119402985;1.007462686567164;0.6716417910447761;2.014925373134328;0.33582089552238803;0.0;0;0.0;0.0;0.0;0.0;0.6666666666666666
Dé Marcão;0;0;0.1;0.1;0.0;1.0;0.0;2.0;0.0;12.0;0.0;0.0;1.0;0;0;69.0;0.0;0.0;0.13043478260869565;0.13043478260869565;0.0;1.3043478260869565;0.0;2.608695652173913;0.0;15.652173913043478;0.0;0.0;1.3043478260869565;0.0;0.0;0;0.0;-0.1;0.1;0.13043478260869565;
EDU;0;0;0.6;0.6;0.0;4.0;0.0;23.0;2.0;188.0;2.0;2.0;16.0;2;0;744.0;0.0;0.0;0.07258064516129033;0.07258064516129033;0.0;0.4838709677419355;0.0;2.782258064516129;0.24193548387096775;22.741935483870968;0.24193548387096775;0.24193548387096775;1.935483870967742;0.24193548387096775;0.0;0;0.0;-0.6;0.6;0.07258064516129033;1.0
Eduardo Melo;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Muriel Becker;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0;0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Mycael;0;0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;184.0;0.0;0.0;0.0;2;0;1475.0;0.0;0.0;0.0;0.0;0.0;0.4271186440677966;0.061016949152542375;0.0;0.0;11.227118644067797;0.0;0.0;0.0;0.12203389830508475;0.0;0;0.0;0.0;0.0;0.0;
Mádson;0;1;0.7999999999999999;0.7999999999999999;1.5;24.0;1.0;34.0;11.0;206.0;5.0;0.0;11.0;3;0;975.0;0.0;0.09230769230769231;0.07384615384615384;0.07384615384615384;0.13846153846153847;2.2153846153846155;0.09230769230769231;3.1384615384615384;1.0153846153846156;19.015384615384615;0.46153846153846156;0.0;1.0153846153846156;0.27692307692307694;0.0;1;0.09230769230769231;-0.7999999999999999;2.3;0.21230769230769228;0.0
Nata;0;0;0.0;0.0;0.0;3.0;0.0;9.0;0.0;97.0;0.0;0.0;11.0;1;0;506.0;0.0;0.0;0.0;0.0;0.0;0.533596837944664;0.0;1.6007905138339922;0.0;17.25296442687747;0.0;0.0;1.9565217391304348;0.17786561264822134;0.0;0;0.0;0.0;0.0;0.0;
Matheus Mendes;0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;176.0;0.0;0.0;0.0;0;0;1087.0;0.0;0.0;0.0;0.0;0.0;0.0827966881324747;0.0;0.0;0.0;14.572217111315545;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Matheus Nascimento;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;1.0;0;0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.75;15.0;0.0;0.0;3.75;0.0;0.0;0;0.0;0.0;0.0;0.0;
Matheus Rossetto;0;0;0.0;0.0;0.2;22.0;3.0;93.0;26.0;727.0;27.0;18.0;11.0;3;0;1548.0;0.0;0.0;0.0;0.0;0.011627906976744188;1.2790697674418605;0.1744186046511628;5.406976744186046;1.5116279069767442;42.26744186046512;1.569767441860465;1.0465116279069768;0.6395348837209303;0.1744186046511628;0.0;0;0.0;0.0;0.2;0.011627906976744188;0.6666666666666666
Fabrício;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.0;0.0;0.0;0.0;0;0;810.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.333333333333332;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Facundo Bernal;0;0;0.4;0.4;0.1;16.0;0.0;49.0;2.0;347.0;10.0;7.0;9.0;6;0;919.0;0.0;0.0;0.03917301414581067;0.03917301414581067;0.009793253536452667;1.5669205658324266;0.0;4.798694232861806;0.19586507072905332;33.98258977149075;0.9793253536452666;0.6855277475516867;0.8813928182807399;0.5875952121871599;0.0;0;0.0;-0.4;0.5;0.04896626768226333;0.7
Pedro Geromel;0;0;0.30000000000000004;0.30000000000000004;0.0;3.0;1.0;15.0;2.0;246.0;2.0;2.0;14.0;3;0;771.0;0.0;0.0;0.035019455252918295;0.035019455252918295;0.0;0.35019455252918286;0.11673151750972763;1.7509727626459144;0.23346303501945526;28.715953307392994;0.23346303501945526;0.23346303501945526;1.634241245136187;0.35019455252918286;0.0;0;0.0;-0.30000000000000004;0.30000000000000004;0.035019455252918295;1.0
Pedro Paranhos;0;0;0.0;0.0;0.1;1.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0;0;12.0;0.0;0.0;0.0;0.0;0.75;7.5;0.0;0.0;0.0;52.5;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.1;0.75;
Pedro Rangel;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;124.0;1.0;1.0;0.0;1;0;540.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.666666666666668;0.16666666666666669;0.16666666666666669;0.0;0.16666666666666669;0.0;0;0.0;0.0;0.0;0.0;1.0
Nathan;0;0;0.6;0.6;0.1;16.0;1.0;19.0;6.0;74.0;10.0;5.0;4.0;1;0;330.0;0.0;0.0;0.16363636363636364;0.16363636363636364;0.02727272727272727;4.363636363636363;0.2727272727272727;5.181818181818182;1.6363636363636362;20.181818181818183;2.7272727272727275;1.3636363636363638;1.0909090909090908;0.2727272727272727;0.0;0;0.0;-0.6;0.7;0.1909090909090909;0.5
Nathan Fernandes;0;0;1.4;1.4;0.0;13.0;1.0;16.0;18.0;183.0;34.0;18.0;6.0;3;0;521.0;0.0;0.0;0.24184261036468327;0.24184261036468327;0.0;2.2456813819577732;0.1727447216890595;2.763915547024952;3.109404990403071;31.612284069097885;5.873320537428023;3.109404990403071;1.0364683301343571;0.5182341650671786;0.0;0;0.0;-1.4;1.4;0.24184261036468327;0.5294117647058824
Nathan Mendes;0;1;0.30000000000000004;0.30000000000000004;0.9;26.0;1.0;51.0;17.0;380.0;15.0;5.0;11.0;6;0;1165.0;0.0;0.07725321888412016;0.023175965665236054;0.023175965665236054;0.06952789699570816;2.008583690987124;0.07725321888412016;3.939914163090129;1.313304721030043;29.356223175965663;1.1587982832618027;0.38626609442060084;0.8497854077253219;0.46351931330472107;0.0;1;0.07725321888412016;-0.30000000000000004;1.2000000000000002;0.09270386266094421;0.3333333333333333
Nicolás Acevedo;0;0;0.0;0.0;0.2;5.0;0.0;18.0;5.0;163.0;9.0;7.0;3.0;2;0;268.0;0.0;0.0;0.0;0.0;0.06716417910447761;1.6791044776119401;0.0;6.044776119402985;1.6791044776119401;54.73880597014926;3.0223880597014925;2.3507462686567164;1.007462686567164;0.6716417910447761;0.0;0;0.0;0.0;0.2;0.06716417910447761;0.7777777777777778
Nonato;0;1;0.1;0.1;0.1;4.0;2.0;13.0;2.0;97.0;5.0;1.0;4.0;1;0;286.0;0.0;0.3146853146853147;0.03146853146853147;0.03146853146853147;0.03146853146853147;1.2587412587412588;0.6293706293706294;4.090909090909091;0.6293706293706294;30.524475524475527;1.5734265734265735;0.3146853146853147;1.2587412587412588;0.3146853146853147;0.0;1;0.3146853146853147;-0.1;0.2;0.06293706293706294;0.2
Ogundana Shola;0;0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0;0;2.0;0.0;0.0;4.5;4.5;0.0;0.0;0.0;0.0;0.0;90.0;0.0;0.0;0.0;0.0;0.0;0;0.0;-0.1;0.1;4.5;
Otávio;0;0;0.0;0.0;0.2;32.0;2.0;89.0;18.0;800.0;17.0;10.0;32.0;2;0;1917.0;0.0;0.0;0.0;0.0;0.009389671361502348;1.5023474178403755;0.09389671361502347;4.178403755868545;0.8450704225352113;37.55868544600939;0.7981220657276996;0.46948356807511743;1.5023474178403755;0.09389671361502347;0.0;0;0.0;0.0;0.2;0.009389671361502348;0.5882352941176471
Pablo Baianinho;0;0;0.1;0.1;0.0;3.0;0.0;0.0;3.0;12.0;2.0;0.0;1.0;1;0;37.0;0.0;0.0;0.24324324324324326;0.24324324324324326;0.0;7.297297297297297;0.0;0.0;7.297297297297297;29.18918918918919;4.864864864864865;0.0;2.4324324324324325;2.4324324324324325;0.0;0;0.0;-0.1;0.1;0.24324324324324326;0.0
Maycon;0;0;0.0;0.0;0.0;4.0;0.0;4.0;3.0;14.0;0.0;0.0;1.0;1;0;47.0;0.0;0.0;0.0;0.0;0.0;7.659574468085106;0.0;7.659574468085106;5.744680851063829;26.80851063829787;0.0;0.0;1.9148936170212765;1.9148936170212765;0.0;0;0.0;0.0;0.0;0.0;
Mayk;0;0;0.1;0.1;0.0;2.0;0.0;20.0;6.0;98.0;6.0;5.0;9.0;0;0;352.0;0.0;0.0;0.025568181818181823;0.025568181818181823;0.0;0.5113636363636364;0.0;5.113636363636363;1.534090909090909;25.05681818181818;1.534090909090909;1.2784090909090908;2.3011363636363638;0.0;0.0;0;0.0;-0.1;0.1;0.025568181818181823;0.8333333333333334
Michel Araujo;0;1;1.1;1.1;1.5;26.0;1.0;45.0;22.0;365.0;36.0;21.0;10.0;4;0;858.0;0.0;0.1048951048951049;0.11538461538461539;0.11538461538461539;0.15734265734265734;2.7272727272727275;0.1048951048951049;4.72027972027972;2.3076923076923075;38.28671328671329;3.7762237762237763;2.202797202797203;1.048951048951049;0.4195804195804196;0.0;1;0.1048951048951049;-1.1;2.6;0.2727272727272727;0.5833333333333334
Erick Marcus;0;0;0.2;0.2;0.30000000000000004;7.0;0.0;9.0;4.0;49.0;6.0;1.0;3.0;1;0;174.0;0.0;0.0;0.10344827586206896;0.10344827586206896;0.15517241379310345;3.6206896551724137;0.0;4.655172413793103;2.0689655172413794;25.344827586206897;3.103448275862069;0.5172413793103449;1.5517241379310345;0.5172413793103449;0.0;0;0.0;-0.2;0.5;0.25862068965517243;0.16666666666666666
Erick Pulgar;0;3;1.0;0.9000000000000001;1.8;46.0;5.0;110.0;12.0;759.0;10.0;5.0;20.0;7;1;1750.0;0.0;0.15428571428571428;0.051428571428571435;0.0462857142857143;0.09257142857142857;2.3657142857142857;0.2571428571428571;5.6571428571428575;0.6171428571428571;39.034285714285716;0.5142857142857142;0.2571428571428571;1.0285714285714285;0.36;0.051428571428571435;3;0.15428571428571428;-1.0;2.8;0.144;0.5
Railan;0;3;0.30000000000000004;0.30000000000000004;0.5;25.0;2.0;49.0;38.0;388.0;51.0;29.0;11.0;4;0;1201.0;0.0;0.2248126561199001;0.02248126561199001;0.02248126561199001;0.03746877601998335;1.8734388009991674;0.1498751040799334;3.671940049958368;2.847626977518735;29.07577019150708;3.8218151540383016;2.1731890091590342;0.8243130724396337;0.2997502081598668;0.0;3;0.2248126561199001;-0.30000000000000004;0.8;0.05995004163197336;0.5686274509803921
Pablo Galdames Millán;0;2;0.4;0.4;0.7000000000000001;28.0;1.0;71.0;8.0;342.0;7.0;2.0;18.0;5;0;1154.0;0.0;0.1559792027729636;0.03119584055459272;0.03119584055459272;0.054592720970537266;2.1837088388214903;0.0779896013864818;5.537261698440208;0.6239168110918544;26.672443674176776;0.5459272097053726;0.1559792027729636;1.4038128249566724;0.389948006932409;0.0;2;0.1559792027729636;-0.4;1.1;0.08578856152512998;0.2857142857142857
Pablo Maia;0;0;0.2;0.2;0.1;5.0;0.0;18.0;0.0;135.0;3.0;2.0;4.0;0;0;259.0;0.0;0.0;0.0694980694980695;0.0694980694980695;0.03474903474903475;1.7374517374517373;0.0;6.254826254826255;0.0;46.91119691119691;1.0424710424710424;0.694980694980695;1.38996138996139;0.0;0.0;0;0.0;-0.2;0.30000000000000004;0.10424710424710426;0.6666666666666666
Patric Calmon PK;0;1;0.0;0.0;0.6;6.0;1.0;24.0;17.0;193.0;15.0;5.0;7.0;0;1;540.0;0.0;0.16666666666666669;0.0;0.0;0.1;1.0;0.16666666666666669;4.0;2.833333333333333;32.166666666666664;2.5;0.8333333333333333;1.1666666666666667;0.0;0.16666666666666669;1;0.16666666666666669;0.0;0.6;0.1;0.3333333333333333
Patrick de Paula;0;0;0.1;0.1;0.0;6.0;0.0;16.0;4.0;90.0;1.0;1.0;5.0;3;0;300.0;0.0;0.0;0.030000000000000002;0.030000000000000002;0.0;1.8;0.0;4.800000000000001;1.2000000000000002;27.0;0.30000000000000004;0.30000000000000004;1.5;0.9;0.0;0;0.0;-0.1;0.1;0.030000000000000002;1.0
Patryck;0;0;0.0;0.0;0.1;7.0;1.0;22.0;11.0;209.0;11.0;5.0;5.0;1;0;615.0;0.0;0.0;0.0;0.0;0.014634146341463414;1.024390243902439;0.14634146341463414;3.2195121951219514;1.6097560975609757;30.585365853658537;1.6097560975609757;0.7317073170731708;0.7317073170731708;0.14634146341463414;0.0;0;0.0;0.0;0.1;0.014634146341463414;0.45454545454545453
Eduardo Vinícius;0;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;0;0;19.0;0.0;0.0;0.0;0.0;0.0;4.7368421052631575;0.0;4.7368421052631575;0.0;37.89473684210526;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Eli;0;0;0.1;0.1;0.0;1.0;0.0;1.0;1.0;8.0;2.0;1.0;0.0;0;0;14.0;0.0;0.0;0.6428571428571429;0.6428571428571429;0.0;6.428571428571428;0.0;6.428571428571428;6.428571428571428;51.42857142857142;12.857142857142856;6.428571428571428;0.0;0.0;0.0;0;0.0;-0.1;0.1;0.6428571428571429;0.5
Eliédson;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;18.0;1.0;0.0;2.0;0;0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3076923076923075;0.0;41.53846153846154;2.3076923076923075;0.0;4.615384615384615;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0
Emanuel Brítez;0;2;1.1;1.1;2.0;34.0;3.0;63.0;12.0;588.0;14.0;10.0;33.0;11;2;2503.0;0.0;0.07191370355573312;0.03955253695565322;0.03955253695565322;0.07191370355573312;1.222532960447463;0.10787055533359967;2.2652816620055933;0.4314822213343987;21.142628845385538;0.5033959248901319;0.35956851777866555;1.1865761086695965;0.3955253695565321;0.07191370355573312;2;0.07191370355573312;-1.1;3.1;0.11146624051138633;0.7142857142857143
David Terans;0;0;0.2;0.2;0.0;6.0;0.0;1.0;5.0;67.0;6.0;4.0;4.0;1;0;217.0;0.0;0.0;0.08294930875576037;0.08294930875576037;0.0;2.4884792626728114;0.0;0.4147465437788018;2.0737327188940093;27.788018433179722;2.4884792626728114;1.6589861751152073;1.6589861751152073;0.4147465437788018;0.0;0;0.0;-0.2;0.2;0.08294930875576037;0.6666666666666666
Denilson;0;3;0.9;0.9;2.2;72.0;8.0;96.0;26.0;701.0;81.0;56.0;14.0;8;0;2016.0;0.0;0.13392857142857142;0.040178571428571425;0.040178571428571425;0.09821428571428571;3.214285714285714;0.3571428571428571;4.285714285714286;1.1607142857142856;31.294642857142854;3.616071428571429;2.5;0.625;0.3571428571428571;0.0;3;0.13392857142857142;-0.9;3.1;0.13839285714285715;0.691358024691358
Diego;0;0;0.1;0.1;0.0;10.0;0.0;40.0;4.0;448.0;3.0;2.0;10.0;2;0;894.0;0.0;0.0;0.010067114093959733;0.010067114093959733;0.0;1.0067114093959733;0.0;4.026845637583893;0.40268456375838924;45.100671140939596;0.30201342281879195;0.20134228187919462;1.0067114093959733;0.20134228187919462;0.0;0;0.0;-0.1;0.1;0.010067114093959733;0.6666666666666666
