Jogador;gols_totais;ass_totais;xG_totais;npxG_totais;xAG_totais;SCA_totais;GCA_totais;PrgP_totais;PrgC_totais;conducoes_totais;tent_drible_totais;suc_drible_totais;bloqueios_totais;amarelos_totais;vermelhos_totais;minutos_totais;G/90;A/90;xG/90;npxG/90;xAG/90;SCA/90;GCA/90;PrgP/90;PrgC/90;Conducoes/90;Tent/90;Suc/90;Bloq/90;Am/90;Vm/90;G+A;G+A/90;G-xG;xG+xAG;xG+xAG/90;Drible%
José Luis Rodríguez Bebanz;1;2;0.8;0.8;2.2;27.0;6.0;51.0;38.0;376.0;12.0;5.0;15.0;1;0;1123.0;0.08014247551202137;0.16028495102404275;0.0641139804096171;0.0641139804096171;0.17631344612644703;2.163846838824577;0.4808548530721282;4.08726625111309;3.0454140694568124;30.133570792520036;0.9617097061442564;0.40071237756010686;1.2021371326803205;0.08014247551202137;0.0;3;0.2404274265360641;0.19999999999999996;3.0;0.2404274265360641;0.4166666666666667
Zé Ivaldo;1;0;1.1;1.1;0.4;21.0;0.0;80.0;23.0;934.0;17.0;8.0;30.0;9;0;2361.0;0.03811944091486658;0.0;0.041931385006353246;0.041931385006353246;0.015247776365946635;0.8005082592121983;0.0;3.049555273189326;0.8767471410419314;35.603557814485384;0.6480304955527318;0.30495552731893266;1.1435832274459974;0.34307496823379924;0.0;1;0.03811944091486658;-0.10000000000000009;1.5;0.05717916137229988;0.47058823529411764
Óscar Romero;1;4;1.4000000000000001;0.6000000000000001;1.4;29.0;4.0;52.0;12.0;287.0;22.0;11.0;7.0;5;0;678.0;0.1327433628318584;0.5309734513274336;0.1858407079646018;0.07964601769911506;0.18584070796460178;3.849557522123894;0.5309734513274336;6.902654867256637;1.592920353982301;38.097345132743364;2.920353982300885;1.4601769911504425;0.9292035398230089;0.6637168141592921;0.0;5;0.6637168141592921;-0.40000000000000013;2.8;0.37168141592920356;0.5
Wilker Ángel;1;0;0.5;0.5;0.0;7.0;2.0;15.0;1.0;220.0;0.0;0.0;27.0;3;0;985.0;0.09137055837563453;0.0;0.045685279187817264;0.045685279187817264;0.0;0.6395939086294417;0.18274111675126906;1.3705583756345179;0.09137055837563453;20.101522842639593;0.0;0.0;2.467005076142132;0.27411167512690354;0.0;1;0.09137055837563453;0.5;0.5;0.045685279187817264;
Alex Teixeira;1;1;1.0;1.0;0.2;6.0;1.0;8.0;6.0;88.0;5.0;3.0;4.0;0;0;238.0;0.37815126050420167;0.37815126050420167;0.37815126050420167;0.37815126050420167;0.07563025210084034;2.26890756302521;0.37815126050420167;3.0252100840336134;2.26890756302521;33.27731092436975;1.8907563025210086;1.134453781512605;1.5126050420168067;0.0;0.0;2;0.7563025210084033;0.0;1.2;0.45378151260504196;0.6
Gabriel Mercado;1;0;0.30000000000000004;0.30000000000000004;0.6;9.0;2.0;32.0;2.0;490.0;3.0;1.0;7.0;6;0;1186.0;0.07588532883642496;0.0;0.02276559865092749;0.02276559865092749;0.04553119730185497;0.6829679595278246;0.15177065767284992;2.4283305227655987;0.15177065767284992;37.18381112984823;0.22765598650927485;0.07588532883642496;0.5311973018549747;0.4553119730185497;0.0;1;0.07588532883642496;0.7;0.9;0.06829679595278246;0.3333333333333333
Gabriel Souza;1;0;0.2;0.2;0.0;2.0;0.0;1.0;2.0;29.0;4.0;1.0;1.0;1;0;91.0;0.989010989010989;0.0;0.1978021978021978;0.1978021978021978;0.0;1.978021978021978;0.0;0.989010989010989;1.978021978021978;28.68131868131868;3.956043956043956;0.989010989010989;0.989010989010989;0.989010989010989;0.0;1;0.989010989010989;0.8;0.2;0.1978021978021978;0.25
Felipe Teresa;1;0;0.3;0.3;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;5.0;18.0;0.0;5.3999999999999995;5.3999999999999995;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;1;18.0;0.7;0.3;5.3999999999999995;
Fernando;1;1;0.30000000000000004;0.30000000000000004;0.7;29.0;4.0;95.0;27.0;793.0;19.0;8.0;17.0;10;0;1967.0;0.045754956786985254;0.045754956786985254;0.01372648703609558;0.01372648703609558;0.032028469750889674;1.3268937468225726;0.18301982714794102;4.3467208947636;1.235383833248602;36.28368073207931;0.8693441789527199;0.36603965429588203;0.7778342653787493;0.4575495678698525;0.0;2;0.09150991357397051;0.7;1.0;0.045754956786985254;0.42105263157894735
Mateus Vital;1;1;0.8;0.8;0.4;20.0;1.0;25.0;12.0;202.0;15.0;8.0;4.0;0;0;533.0;0.16885553470919323;0.16885553470919323;0.1350844277673546;0.1350844277673546;0.0675422138836773;3.377110694183865;0.16885553470919323;4.221388367729831;2.026266416510319;34.108818011257036;2.5328330206378986;1.3508442776735459;0.6754221388367729;0.0;0.0;2;0.33771106941838647;0.19999999999999996;1.2000000000000002;0.20262664165103195;0.5333333333333333
Matheus Alexandre;1;0;0.30000000000000004;0.30000000000000004;0.6000000000000001;33.0;1.0;87.0;37.0;688.0;27.0;11.0;39.0;6;0;2464.0;0.03652597402597403;0.0;0.01095779220779221;0.01095779220779221;0.02191558441558442;1.2053571428571428;0.03652597402597403;3.17775974025974;1.3514610389610389;25.129870129870127;0.9862012987012987;0.40178571428571425;1.424512987012987;0.21915584415584416;0.0;1;0.03652597402597403;0.7;0.9000000000000001;0.03287337662337663;0.4074074074074074
Matheus Fernandes;1;1;0.5;0.5;0.6;19.0;2.0;38.0;7.0;207.0;13.0;10.0;17.0;5;0;846.0;0.10638297872340426;0.10638297872340426;0.05319148936170213;0.05319148936170213;0.06382978723404255;2.021276595744681;0.2127659574468085;4.042553191489362;0.7446808510638298;22.02127659574468;1.3829787234042552;1.0638297872340425;1.8085106382978724;0.5319148936170213;0.0;2;0.2127659574468085;0.5;1.1;0.1170212765957447;0.7692307692307693
Giovane;1;0;1.0;1.0;0.1;8.0;0.0;4.0;3.0;71.0;13.0;4.0;0.0;1;0;274.0;0.3284671532846715;0.0;0.3284671532846715;0.3284671532846715;0.032846715328467155;2.627737226277372;0.0;1.313868613138686;0.9854014598540146;23.32116788321168;4.2700729927007295;1.313868613138686;0.0;0.3284671532846715;0.0;1;0.3284671532846715;0.0;1.1;0.3613138686131387;0.3076923076923077
Gonzalo Plata;1;0;1.6;1.6;1.8;40.0;2.0;26.0;25.0;229.0;35.0;16.0;11.0;1;0;684.0;0.13157894736842105;0.0;0.2105263157894737;0.2105263157894737;0.23684210526315788;5.263157894736842;0.2631578947368421;3.4210526315789473;3.289473684210526;30.131578947368425;4.605263157894736;2.1052631578947367;1.4473684210526314;0.13157894736842105;0.0;1;0.13157894736842105;-0.6000000000000001;3.4000000000000004;0.44736842105263164;0.45714285714285713
Guilherme;1;1;0.5;0.5;0.2;12.0;2.0;18.0;9.0;183.0;11.0;5.0;9.0;1;0;704.0;0.1278409090909091;0.1278409090909091;0.06392045454545454;0.06392045454545454;0.025568181818181823;1.534090909090909;0.2556818181818182;2.3011363636363638;1.1505681818181819;23.394886363636363;1.40625;0.6392045454545454;1.1505681818181819;0.1278409090909091;0.0;2;0.2556818181818182;0.5;0.7;0.08948863636363635;0.45454545454545453
Guilherme Arana;1;1;0.5;0.5;1.0;46.0;3.0;90.0;41.0;722.0;23.0;10.0;13.0;5;0;1213.0;0.0741962077493817;0.0741962077493817;0.03709810387469085;0.03709810387469085;0.0741962077493817;3.413025556471558;0.2225886232481451;6.677658697444353;3.0420445177246496;53.569661995053586;1.706512778235779;0.7419620774938169;0.964550700741962;0.37098103874690846;0.0;2;0.1483924154987634;0.5;1.5;0.11129431162407255;0.43478260869565216
Gabriel;1;2;1.3;1.3;0.2;48.0;4.0;144.0;26.0;1882.0;13.0;5.0;53.0;15;0;5376.0;0.016741071428571428;0.033482142857142856;0.021763392857142856;0.021763392857142856;0.003348214285714286;0.8035714285714285;0.06696428571428571;2.4107142857142856;0.43526785714285715;31.50669642857143;0.21763392857142858;0.08370535714285714;0.8872767857142857;0.25111607142857145;0.0;3;0.05022321428571428;-0.30000000000000004;1.5;0.02511160714285714;0.38461538461538464
Gabriel Baralhas;1;3;2.1;2.1;2.2;87.0;6.0;121.0;22.0;662.0;40.0;15.0;41.0;9;0;2452.0;0.0367047308319739;0.11011419249592169;0.07707993474714518;0.07707993474714518;0.08075040783034258;3.193311582381729;0.22022838499184338;4.441272430668842;0.8075040783034257;24.298531810766722;1.468189233278956;0.5505709624796085;1.5048939641109298;0.3303425774877651;0.0;4;0.1468189233278956;-1.1;4.300000000000001;0.1578303425774878;0.375
Gabriel Carvalho;1;3;3.4000000000000004;3.4000000000000004;3.8;64.0;5.0;61.0;50.0;514.0;66.0;34.0;37.0;3;0;1301.0;0.06917755572636433;0.207532667179093;0.23520368946963877;0.23520368946963877;0.26287471176018445;4.427363566487317;0.34588777863182163;4.219830899308224;3.4588777863182165;35.55726364335127;4.565718677940046;2.3520368946963877;2.5595695618754806;0.207532667179093;0.0;4;0.2767102229054573;-2.4000000000000004;7.2;0.4980784012298232;0.5151515151515151
Marllon Borges;1;0;1.0;1.0;0.5;17.0;1.0;56.0;4.0;746.0;3.0;3.0;51.0;4;0;2881.0;0.031239153071850052;0.0;0.031239153071850052;0.031239153071850052;0.015619576535925026;0.5310656022214509;0.031239153071850052;1.749392572023603;0.12495661228740021;23.30440819160014;0.09371745921555015;0.09371745921555015;1.5931968066643527;0.12495661228740021;0.0;1;0.031239153071850052;0.0;1.5;0.046858729607775075;1.0
Martinelli;1;1;1.0;0.9;1.2;49.0;2.0;115.0;28.0;1061.0;52.0;24.0;41.0;8;0;2578.0;0.03491078355314197;0.03491078355314197;0.03491078355314197;0.031419705197827774;0.04189294026377036;1.7106283941039566;0.06982156710628394;4.014740108611327;0.9775019394879753;37.04034134988363;1.8153607447633826;0.8378588052754072;1.4313421256788208;0.27928626842513576;0.0;2;0.06982156710628394;0.0;2.2;0.07680372381691235;0.46153846153846156
Lyncon;1;0;0.2;0.2;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0;0;45.0;2.0;0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1;2.0;0.8;0.2;0.4;
Fernando Sobral;1;2;1.1;0.30000000000000004;2.5;52.0;3.0;114.0;27.0;662.0;41.0;22.0;33.0;7;0;2001.0;0.04497751124437781;0.08995502248875561;0.049475262368815595;0.013493253373313346;0.11244377811094454;2.338830584707646;0.13493253373313344;5.127436281859071;1.214392803598201;29.775112443778113;1.8440779610194902;0.9895052473763118;1.4842578710644678;0.3148425787106447;0.0;3;0.13493253373313344;-0.10000000000000009;3.6;0.1619190404797601;0.5365853658536586
Everton Soares;1;2;1.0;1.0;1.3;13.0;3.0;15.0;23.0;151.0;41.0;17.0;10.0;1;0;537.0;0.16759776536312848;0.33519553072625696;0.16759776536312848;0.16759776536312848;0.21787709497206703;2.17877094972067;0.5027932960893855;2.513966480446927;3.854748603351956;25.3072625698324;6.871508379888269;2.8491620111731844;1.675977653631285;0.16759776536312848;0.0;3;0.5027932960893855;0.0;2.3;0.3854748603351955;0.4146341463414634
Evertton;1;0;0.9;0.9;0.1;20.0;2.0;41.0;9.0;365.0;7.0;6.0;11.0;3;0;803.0;0.11207970112079702;0.0;0.10087173100871731;0.10087173100871731;0.0112079701120797;2.2415940224159403;0.22415940224159403;4.595267745952678;1.0087173100871731;40.90909090909091;0.7845579078455791;0.6724782067247821;1.2328767123287672;0.33623910336239105;0.0;1;0.11207970112079702;0.09999999999999998;1.0;0.11207970112079702;0.8571428571428571
Ewerton;1;2;0.8;0.8;1.4000000000000001;29.0;4.0;36.0;10.0;315.0;11.0;6.0;8.0;1;0;1189.0;0.07569386038687972;0.15138772077375945;0.06055508830950379;0.06055508830950379;0.10597140454163163;2.1951219512195124;0.3027754415475189;2.72497897392767;0.7569386038687973;23.843566021867115;0.8326324642556769;0.4541631623212784;0.6055508830950378;0.07569386038687972;0.0;3;0.2270815811606392;0.19999999999999996;2.2;0.1665264928511354;0.5454545454545454
Fabinho;1;0;0.2;0.2;0.2;15.0;0.0;36.0;5.0;175.0;8.0;5.0;10.0;2;0;513.0;0.17543859649122806;0.0;0.03508771929824562;0.03508771929824562;0.03508771929824562;2.631578947368421;0.0;6.315789473684211;0.8771929824561403;30.70175438596491;1.4035087719298245;0.8771929824561403;1.7543859649122806;0.3508771929824561;0.0;1;0.17543859649122806;0.8;0.4;0.07017543859649124;0.625
Fabricio Bustos;1;1;0.7;0.7;0.7;34.0;3.0;63.0;12.0;399.0;13.0;9.0;10.0;4;0;864.0;0.10416666666666666;0.10416666666666666;0.07291666666666667;0.07291666666666667;0.07291666666666667;3.541666666666667;0.3125;6.5625;1.25;41.5625;1.3541666666666665;0.9375;1.0416666666666665;0.41666666666666663;0.0;2;0.20833333333333331;0.30000000000000004;1.4;0.14583333333333334;0.6923076923076923
Matheuzinho;1;1;1.6;1.6;1.4000000000000001;75.0;5.0;99.0;43.0;777.0;14.0;8.0;28.0;4;0;2244.0;0.040106951871657755;0.040106951871657755;0.06417112299465241;0.06417112299465241;0.05614973262032086;3.008021390374332;0.20053475935828877;3.9705882352941178;1.7245989304812834;31.163101604278076;0.5614973262032086;0.32085561497326204;1.1229946524064172;0.16042780748663102;0.0;2;0.08021390374331551;-0.6000000000000001;3.0;0.12032085561497326;0.5714285714285714
Max;1;0;1.1;1.1;1.7;50.0;7.0;59.0;27.0;369.0;35.0;21.0;16.0;5;0;1316.0;0.06838905775075987;0.0;0.07522796352583587;0.07522796352583587;0.11626139817629179;3.419452887537994;0.4787234042553191;4.0349544072948325;1.8465045592705167;25.235562310030396;2.393617021276596;1.4361702127659572;1.094224924012158;0.3419452887537994;0.0;1;0.06838905775075987;-0.10000000000000009;2.8;0.19148936170212766;0.6
Mateo Zuleta;1;0;0.4;0.4;0.1;3.0;0.0;2.0;3.0;26.0;1.0;1.0;2.0;1;0;49.0;1.8367346938775508;0.0;0.7346938775510204;0.7346938775510204;0.1836734693877551;5.5102040816326525;0.0;3.6734693877551017;5.5102040816326525;47.75510204081633;1.8367346938775508;1.8367346938775508;3.6734693877551017;1.8367346938775508;0.0;1;1.8367346938775508;0.6;0.5;0.9183673469387754;1.0
Gabriel Menino;1;0;2.1;2.1;1.4000000000000001;58.0;3.0;73.0;25.0;425.0;25.0;11.0;16.0;7;1;1067.0;0.08434864104967198;0.0;0.17713214620431117;0.17713214620431117;0.11808809746954077;4.892221180880974;0.2530459231490159;6.157450796626055;2.1087160262417997;35.84817244611059;2.1087160262417997;0.9278350515463918;1.3495782567947516;0.5904404873477038;0.08434864104967198;1;0.08434864104967198;-1.1;3.5;0.2952202436738519;0.44
Murilo Cerqueira;1;0;1.5;1.5;0.30000000000000004;24.0;2.0;127.0;25.0;777.0;13.0;7.0;21.0;7;1;2175.0;0.041379310344827586;0.0;0.06206896551724137;0.06206896551724137;0.012413793103448279;0.9931034482758619;0.08275862068965517;5.255172413793104;1.0344827586206897;32.15172413793103;0.5379310344827587;0.2896551724137931;0.8689655172413794;0.2896551724137931;0.041379310344827586;1;0.041379310344827586;-0.5;1.8;0.07448275862068965;0.5384615384615384
Nahuel Ferraresi;1;1;0.30000000000000004;0.30000000000000004;0.8;14.0;3.0;45.0;9.0;385.0;7.0;6.0;23.0;2;0;902.0;0.09977827050997783;0.09977827050997783;0.029933481152993352;0.029933481152993352;0.07982261640798226;1.3968957871396896;0.29933481152993346;4.490022172949002;0.8980044345898004;38.41463414634146;0.6984478935698448;0.5986696230598669;2.29490022172949;0.19955654101995565;0.0;2;0.19955654101995565;0.7;1.1;0.10975609756097561;0.8571428571428571
Fabrício Bruno;1;0;0.6000000000000001;0.6000000000000001;0.2;17.0;1.0;115.0;11.0;1064.0;4.0;2.0;21.0;6;0;2310.0;0.03896103896103896;0.0;0.02337662337662338;0.02337662337662338;0.007792207792207792;0.6623376623376623;0.03896103896103896;4.48051948051948;0.4285714285714286;41.45454545454545;0.15584415584415584;0.07792207792207792;0.8181818181818181;0.23376623376623376;0.0;1;0.03896103896103896;0.3999999999999999;0.8;0.03116883116883117;0.5
Erick Castillo;1;0;0.7;0.7;0.0;3.0;0.0;2.0;5.0;52.0;15.0;5.0;4.0;0;0;274.0;0.3284671532846715;0.0;0.22992700729927007;0.22992700729927007;0.0;0.9854014598540146;0.0;0.656934306569343;1.6423357664233575;17.080291970802918;4.927007299270073;1.6423357664233575;1.313868613138686;0.0;0.0;1;0.3284671532846715;0.30000000000000004;0.7;0.22992700729927007;0.3333333333333333
Fernando Marçal;1;0;0.30000000000000004;0.30000000000000004;0.6;23.0;0.0;59.0;18.0;347.0;9.0;4.0;9.0;5;0;1014.0;0.08875739644970415;0.0;0.026627218934911247;0.026627218934911247;0.05325443786982249;2.0414201183431953;0.0;5.236686390532545;1.5976331360946745;30.79881656804734;0.7988165680473372;0.3550295857988166;0.7988165680473372;0.4437869822485207;0.0;1;0.08875739644970415;0.7;0.9;0.07988165680473373;0.4444444444444444
Gustavo Gómez;1;2;3.7;2.9;1.7999999999999998;22.0;2.0;82.0;8.0;754.0;4.0;1.0;35.0;9;0;2367.0;0.03802281368821293;0.07604562737642585;0.14068441064638784;0.11026615969581749;0.06844106463878327;0.8365019011406843;0.07604562737642585;3.11787072243346;0.3041825095057034;28.669201520912548;0.1520912547528517;0.03802281368821293;1.3307984790874525;0.34220532319391633;0.0;3;0.11406844106463877;-2.7;5.5;0.2091254752851711;0.25
Gustavo Henrique;1;0;0.8;0.8;0.2;8.0;1.0;25.0;6.0;542.0;1.0;1.0;20.0;6;1;1478.0;0.06089309878213803;0.0;0.048714479025710425;0.048714479025710425;0.012178619756427606;0.4871447902571042;0.06089309878213803;1.5223274695534506;0.3653585926928281;33.004059539918806;0.06089309878213803;0.06089309878213803;1.2178619756427604;0.3653585926928281;0.06089309878213803;1;0.06089309878213803;0.19999999999999996;1.0;0.06089309878213803;1.0
Gustavo Prado;1;0;1.3;1.3;1.5;34.0;4.0;29.0;21.0;249.0;29.0;12.0;14.0;1;0;664.0;0.13554216867469882;0.0;0.17620481927710846;0.17620481927710846;0.2033132530120482;4.608433734939759;0.5421686746987953;3.930722891566265;2.8463855421686746;33.75;3.930722891566265;1.6265060240963856;1.897590361445783;0.13554216867469882;0.0;1;0.13554216867469882;-0.30000000000000004;2.8;0.3795180722891566;0.41379310344827586
Maicon;1;0;0.7;0.7;0.4;18.0;0.0;72.0;3.0;757.0;5.0;3.0;45.0;5;0;2351.0;0.038281582305401955;0.0;0.026797107613781367;0.026797107613781367;0.015312632922160783;0.6890684814972352;0.0;2.756273925988941;0.11484474691620587;28.97915780518928;0.19140791152700978;0.11484474691620587;1.722671203743088;0.19140791152700978;0.0;1;0.038281582305401955;0.30000000000000004;1.1;0.04210974053594215;0.6
Marcelo;1;1;1.2000000000000002;0.4;1.6;24.0;1.0;82.0;18.0;485.0;18.0;10.0;15.0;3;0;1044.0;0.08620689655172413;0.08620689655172413;0.10344827586206898;0.034482758620689655;0.13793103448275862;2.0689655172413794;0.08620689655172413;7.068965517241379;1.5517241379310345;41.810344827586206;1.5517241379310345;0.8620689655172413;1.293103448275862;0.25862068965517243;0.0;2;0.17241379310344826;-0.20000000000000018;2.8000000000000003;0.2413793103448276;0.5555555555555556
Maxime Dominguez;1;0;0.2;0.2;0.1;7.0;0.0;5.0;1.0;90.0;3.0;1.0;5.0;2;0;239.0;0.37656903765690375;0.0;0.07531380753138076;0.07531380753138076;0.03765690376569038;2.6359832635983262;0.0;1.8828451882845187;0.37656903765690375;33.89121338912134;1.1297071129707112;0.37656903765690375;1.8828451882845187;0.7531380753138075;0.0;1;0.37656903765690375;0.8;0.30000000000000004;0.11297071129707115;0.3333333333333333
Mayke;1;0;1.2;1.2;0.8;36.0;2.0;73.0;20.0;431.0;11.0;8.0;13.0;7;0;1035.0;0.08695652173913043;0.0;0.10434782608695652;0.10434782608695652;0.06956521739130436;3.130434782608696;0.17391304347826086;6.3478260869565215;1.7391304347826086;37.47826086956522;0.9565217391304348;0.6956521739130435;1.1304347826086956;0.6086956521739131;0.0;1;0.08695652173913043;-0.19999999999999996;2.0;0.17391304347826086;0.7272727272727273
Eros Mancuso;1;2;0.5;0.5;0.6;21.0;2.0;32.0;11.0;260.0;12.0;6.0;12.0;5;1;923.0;0.09750812567713976;0.19501625135427952;0.04875406283856988;0.04875406283856988;0.05850487540628385;2.047670639219935;0.19501625135427952;3.1202600216684724;1.0725893824485373;25.35211267605634;1.1700975081256773;0.5850487540628386;1.1700975081256773;0.4875406283856988;0.09750812567713976;3;0.2925243770314193;0.5;1.1;0.10725893824485375;0.5
Edenílson;1;1;2.3;2.3;0.8;27.0;3.0;49.0;20.0;336.0;27.0;12.0;11.0;3;0;1266.0;0.07109004739336493;0.07109004739336493;0.16350710900473933;0.16350710900473933;0.05687203791469195;1.9194312796208532;0.2132701421800948;3.483412322274882;1.4218009478672984;23.88625592417062;1.9194312796208532;0.8530805687203792;0.7819905213270142;0.2132701421800948;0.0;2;0.14218009478672985;-1.2999999999999998;3.0999999999999996;0.22037914691943125;0.4444444444444444
Paulo Henrique;1;0;1.8;1.8;1.6;60.0;2.0;86.0;56.0;792.0;95.0;46.0;36.0;6;0;2516.0;0.03577106518282989;0.0;0.0643879173290938;0.0643879173290938;0.057233704292527825;2.1462639109697936;0.07154213036565978;3.0763116057233706;2.0031796502384736;28.33068362480127;3.3982511923688397;1.645468998410175;1.287758346581876;0.2146263910969793;0.0;1;0.03577106518282989;-0.8;3.4000000000000004;0.12162162162162163;0.4842105263157895
Neris;1;0;0.30000000000000004;0.30000000000000004;0.0;10.0;1.0;43.0;10.0;556.0;10.0;8.0;23.0;3;1;1663.0;0.054119061936259774;0.0;0.016235718580877932;0.016235718580877932;0.0;0.5411906193625977;0.054119061936259774;2.3271196632591704;0.5411906193625977;30.09019843656043;0.5411906193625977;0.4329524954900782;1.2447384245339748;0.16235718580877934;0.054119061936259774;1;0.054119061936259774;0.7;0.30000000000000004;0.016235718580877932;0.8
Newton;1;1;1.5;1.5;0.8;42.0;1.0;78.0;35.0;690.0;32.0;22.0;15.0;7;0;2299.0;0.039147455415398;0.039147455415398;0.058721183123097;0.058721183123097;0.0313179643323184;1.6441931274467159;0.039147455415398;3.053501522401044;1.3701609395389298;27.01174423662462;1.252718573292736;0.8612440191387559;0.58721183123097;0.274032187907786;0.0;2;0.078294910830796;-0.5;2.3;0.09003914745541539;0.6875
